Reference Code,year,time pulled,Type,Journal,authors,article,type of analysis,original sample size,mention outliers,peopleor data points,take out or leave in,run with or without,outlier description,reason code,final sample size,number outliers,difference between analyses with and without,report results on if did both,Basics,ANOVA,Regression,ChiSquare,Nonparametric,Modeling,BayesOther,Double Checked
@Schmitter-Edgecombe2012,2012,2012,Neuro,Neuropsychology,"Maureen Schmitter?Edgecombe, Courtney McAlister, and Alyssa Weakley","Naturalistic Assessment of Everyday Functioning in Individuals With MildCognitive Impairment: The Day-Out Task","t, chi-sq, mann-whitney U, effect size!, regression, correlation",76,no,,,,,,76,0,,,1,0,1,1,1,0,0,
@Nicholls2012,2012,2012,Neuro,Neuropsychology,"Nicholls, Johnston, Shields","Adverse Birth Factors Predict Cognitive Ability, But Not Hand Preference",regression,10000,no,,,,,,10000,0,,,0,0,1,0,0,0,0,
@Perri2012,2012,2012,Neuro,Neuropsychology,"Perri, Zannino, Caltagirone, Carlesimo,",Alzheimer?s Disease and Semantic Deficits: A Feature-Listing Study,ANOVAs,38,no,,,,,,38,0,,,0,1,0,0,0,0,0,
@Spitz2012,2012,2012,Neuro,Neuropsychology,"Spitz, Ponsford, Rudzki, Maller","Association Between Cognitive Performance and Functional OutcomeFollowing Traumatic Brain Injury: A Longitudinal Multilevel Examination","t-tests, modeling",190,no,,,,,,190,0,,,1,0,0,0,0,1,0,
@Pontifex2012,2012,2012,Neuro,Neuropsychology,"Pontifex, Scudder, Drollette, Hillman","Fit and Vigilant: The Relationship Between Poorer Aerobic Fitness andFailures in Sustained Attention During Preadolescence","ANOVA, mann-Whitney",62,no,,,,,,62,0,,,0,1,0,0,1,0,0,
@Roberts2012,2012,2012,Neuro,Neuropsychology,"Roberts, Milich, Fimore",Constraints on Information Processing Capacity in Adults With ADHD,"t-tests, ANOVA,chisquare",71,no,,,,,,71,0,,,1,1,0,1,0,0,0,
@Ronchi2012,2012,2012,Neuro,Neuropsychology,"Ronchi, Algeri, Chiapella, Spada, Vallar",Spatial Neglect and Perseveration in Visuomotor Exploration,"correlation, ANOVA",33,no,,,,,,33,0,,,1,1,0,0,0,0,0,
@Serrien2012,2012,2012,Neuro,Neuropsychology,"Serrien, et al",Bimanual Control Processes and the Role of Handedness,"correlation, ANOVA",26,no,,,,,,26,0,,,1,1,0,0,0,0,0,
@Smith2012a,2012,2012,Neuro,Neuropsychology,"Smith, Mills, Epping, Westervelt, Paulsen, and The PREDICT-HD Investigators of the HuntingtonStudy Group","Depressive Symptom Severity Is Related to Poorer Cognitive Performancein Prodromal Huntington Disease","ANOVAs, chi-sq, corr",1044,no,,,,,,1044,0,,,1,1,0,1,0,0,0,
@Sutter2012,2012,2012,Neuro,Neuropsychology,"Sutter, Zullig, Allemand, Martin","Sleep Quality and Cognitive Function in Healthy Old Age:The Moderating Role of Subclinical Depression","EFA, ANOVA",107,no,,,,,,107,0,,,0,1,0,0,0,1,0,
@Molinsky2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Andrew L. Molinsky a,?, Adam M. Grant b, Joshua D. Margolis c",The bedside manner of homo economicus: How and why priming an economic schema reduces compassion,ANOVA,137,no,,,,,,137,0,,,0,1,0,0,0,0,0,
@Molinsky2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Andrew L. Molinsky a,?, Adam M. Grant b, Joshua D. Margolis c",The bedside manner of homo economicus: How and why priming an economic schema reduces compassion,"desc, regression, t",50,no,,,,,,50,0,,,1,0,1,0,0,0,0,
@Molinsky2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Andrew L. Molinsky a,?, Adam M. Grant b, Joshua D. Margolis c",The bedside manner of homo economicus: How and why priming an economic schema reduces compassion,"t, regression",80,no,,,,,,80,0,,,1,0,1,0,0,0,0,
@Beck2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Beck, Schmidt",Taken out of context? Cross-level effects of between-person self-efficacy and difficulty on the within-person relationship of self-efficacy with resource allocation and performance,"descriptives, lamda?",86,no,,,,,,86,0,,,1,0,0,0,1,0,0,
@Beck2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Beck, Schmidt",Taken out of context? Cross-level effects of between-person self-efficacy and difficulty on the within-person relationship of self-efficacy with resource allocation and performance,modeling,85,no,,,,,,85,0,,,0,0,0,0,0,1,0,
@Bilgin2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,Bilgin,Losses loom more likely than gains: Propensity to imagine losses increases their subjective probability,ANOVA,50,no,,,,,,50,0,,,0,1,0,0,0,0,0,
@Bilgin2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,Bilgin,Losses loom more likely than gains: Propensity to imagine losses increases their subjective probability,ANOVA,102,no,,,,,,102,0,,,0,1,0,0,0,0,0,
@Bilgin2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,Bilgin,Losses loom more likely than gains: Propensity to imagine losses increases their subjective probability,ANOVA,54,no,,,,,,54,0,,,0,1,0,0,0,0,0,
@Bilgin2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,Bilgin,Losses loom more likely than gains: Propensity to imagine losses increases their subjective probability,ANOVA,134,no,,,,,,134,0,,,0,1,0,0,0,0,0,
@Bilgin2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,Bilgin,Losses loom more likely than gains: Propensity to imagine losses increases their subjective probability,ANOVA,71,no,,,,,,71,0,,,0,1,0,0,0,0,0,
@Unkelbach2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Christian Unkelbach a,?, Vanessa Ostheimer a, Frowin Fasold b, Daniel Memmert",A calibration explanation of serial position effects in evaluative judgments,anova,85,no,,,,,,85,0,,,0,1,0,0,0,0,0,
@Unkelbach2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Christian Unkelbach a,?, Vanessa Ostheimer a, Frowin Fasold b, Daniel Memmert",A calibration explanation of serial position effects in evaluative judgments,anova,55,no,,,,,,55,0,,,0,1,0,0,0,0,0,
@Conlon2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Conlon, Tinsley, Birk?",Is it sometimes better to receive than to give? Preferences for receiver roles over proposer roles in consumer behavior ultimatums,ANOVA,364,no,,,,,,364,0,,,0,1,0,0,0,0,0,
@Conlon2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Conlon, Tinsley, Birk?",Is it sometimes better to receive than to give? Preferences for receiver roles over proposer roles in consumer behavior ultimatums,ANOVA,206,no,,,,,,206,0,,,0,1,0,0,0,0,0,
@Conlon2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Conlon, Tinsley, Birk?",Is it sometimes better to receive than to give? Preferences for receiver roles over proposer roles in consumer behavior ultimatums,ANOVA,254,no,,,,,,254,0,,,0,1,0,0,0,0,0,
@Dane2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Dane, Rockmann, Pratt",When should I trust my gut? Linking domain expertise to intuitive decision-making effectiveness,ANOVA,184,no,,,,,,184,0,,,0,1,0,0,0,0,0,
@Dane2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Dane, Rockmann, Pratt",When should I trust my gut? Linking domain expertise to intuitive decision-making effectiveness,ANOVA,239,no,,,,,,239,0,,,0,1,0,0,0,0,0,
@Young2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Diana L. Young a,?, Adam S. Goodie b, Daniel B. Hall b, Eric Wub","Decision making under time pressure, modeled in a prospect theory framework",anova,85,no,,,,,,85,0,,,0,1,0,0,0,0,0,
@Young2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Diana L. Young a,?, Adam S. Goodie b, Daniel B. Hall b, Eric Wub","Decision making under time pressure, modeled in a prospect theory framework",t,84,no,,,,,,84,0,,,1,0,0,0,0,0,0,
@Young2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Diana L. Young a,?, Adam S. Goodie b, Daniel B. Hall b, Eric Wub","Decision making under time pressure, modeled in a prospect theory framework","t, modeling",101,no,,,,,,101,0,,,1,0,0,0,0,1,0,
@Miles2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Edward W. Miles ?, Elizabeth F. Clenney",Extremely difficult negotiator goals: Do they follow the predictions of goal-setting theory?,"corr, t",227,no,,,,,,227,0,,,1,0,0,0,0,0,0,
@Polman2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Evan Polman a,?, J. Edward Russo b",Commitment to a developing preference and predecisional distortion of information,chisquare,395,no,,,,,,395,0,,,0,0,0,1,0,0,0,
@Polman2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Evan Polman a,?, J. Edward Russo b",Commitment to a developing preference and predecisional distortion of information,chisquare,354,no,,,,,,354,0,,,0,0,0,1,0,0,0,
@Polman2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Evan Polman a,?, J. Edward Russo b",Commitment to a developing preference and predecisional distortion of information,t,168,no,,,,,,168,0,,,1,0,0,0,0,0,0,
@Fishbach2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Fishbach, Choi",When thinking about goals undermines goal pursuit,ANOVA,103,no,,,,,,103,0,,,0,1,0,0,0,0,0,
@Fishbach2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Fishbach, Choi",When thinking about goals undermines goal pursuit,ANOVA,50,no,,,,,,50,0,,,0,1,0,0,0,0,0,
@Fishbach2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Fishbach, Choi",When thinking about goals undermines goal pursuit,"ANOVA, t, regression",96,no,,,,,,96,0,,,1,1,1,0,0,0,0,
@Fishbach2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Fishbach, Choi",When thinking about goals undermines goal pursuit,"ANOVA, t, regression",84,no,,,,,,84,0,,,1,1,1,0,0,0,0,
@Kraus2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Florian Kraus a,1, Michael Ahearne b,?, Son K. Lam c,2, Jan Wieseke d,3","Toward a contingency framework of interpersonal influencein organizational identification diffusion",HLM and others,1644,no,,,,,,1644,0,,,0,0,0,0,0,1,0,
@Gino2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Gino, Galinksky",Vicarious dishonesty: When psychological closeness creates distance from one?s moral compass,ANOVA,147,no,,,,,,147,0,,,0,1,0,0,0,0,0,
@Gino2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Gino, Galinksky",Vicarious dishonesty: When psychological closeness creates distance from one?s moral compass,ANOVA,82,no,,,,,,82,0,,,0,1,0,0,0,0,0,
@Gino2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Gino, Galinksky",Vicarious dishonesty: When psychological closeness creates distance from one?s moral compass,ANOVA`,209,no,,,,,,209,0,,,0,1,0,0,0,0,0,
@Gino2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Gino, Galinksky",Vicarious dishonesty: When psychological closeness creates distance from one?s moral compass,"t, path",103,no,,,,,,103,0,,,1,0,0,0,0,1,0,
@Hannah2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Hannah, Avolio, Walumbwa, Chan",Leader Self and Means efficacy: a multi-component approach,CFA,568,no,,,,,,568,0,,,0,0,0,0,0,1,0,
@Hannah2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Hannah, Avolio, Walumbwa, Chan",Leader Self and Means efficacy: a multi-component approach,corr,219,no,,,,,,219,0,,,1,0,0,0,0,0,0,
@Hannah2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Hannah, Avolio, Walumbwa, Chan",Leader Self and Means efficacy: a multi-component approach,corr,200,no,,,,,,200,0,,,1,0,0,0,0,0,0,
@Hannah2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Hannah, Avolio, Walumbwa, Chan",Leader Self and Means efficacy: a multi-component approach,"corr, modeling",484,no,,,,,,484,0,,,1,0,0,0,0,1,0,
@Hsee2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Hsee, Shen, Zhang, Chen, Zhang",Fate or fight: Exploring the hedonic costs of competition,t,40,no,,,,,,40,0,,,1,0,0,0,0,0,0,
@Hsee2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Hsee, Shen, Zhang, Chen, Zhang",Fate or fight: Exploring the hedonic costs of competition,"t, ANOVA,",150,no,,,,,,150,0,,,1,1,0,0,0,0,0,
@Hsee2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Hsee, Shen, Zhang, Chen, Zhang",Fate or fight: Exploring the hedonic costs of competition,"t, ANOVA,",78,no,,,,,,78,0,,,1,1,0,0,0,0,0,
@VanIttersum2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Ittersum, Pennings",Attribute-value functions as global interpretations of attribute importance,"corr, ANOVA",192,no,,,,,,192,0,,,1,1,0,0,0,0,0,
@VanIttersum2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Ittersum, Pennings",Attribute-value functions as global interpretations of attribute importance,"t, corr",189,no,,,,,,189,0,,,1,0,0,0,0,0,0,
@Whitman2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Jennifer C. Whitman, Todd S. Woodward ?",Self-selection bias in hypothesis comparison,anova,79,no,,,,,,79,0,,,0,1,0,0,0,0,0,
@Whitman2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Jennifer C. Whitman, Todd S. Woodward ?",Self-selection bias in hypothesis comparison,anova,42,no,,,,,,42,0,,,0,1,0,0,0,0,0,
@Whitman2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Jennifer C. Whitman, Todd S. Woodward ?",Self-selection bias in hypothesis comparison,t,26,no,,,,,,26,0,,,1,0,0,0,0,0,0,
@Whitman2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Jennifer C. Whitman, Todd S. Woodward ?",Self-selection bias in hypothesis comparison,t,41,no,,,,,,41,0,,,1,0,0,0,0,0,0,
@Rolison2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Jonathan J. Rolison ?, Jonathan St. B.T. Evans, Ian Dennis, Clare R. Walsh","Dual-processes in learning and judgment: Evidence from the multiplecue probability learning paradigm",regression,76,no,,,,,,76,0,,,0,0,1,0,0,0,0,
@Rolison2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Jonathan J. Rolison ?, Jonathan St. B.T. Evans, Ian Dennis, Clare R. Walsh","Dual-processes in learning and judgment: Evidence from the multiplecue probability learning paradigm",regression,78,no,,,,,,78,0,,,0,0,1,0,0,0,0,
@Wang2012b,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Lu Wanga,?, Gregory B. Northcraft b, Gerben A. Van Kleef c","Beyond negotiated outcomes: The hidden costs of anger expressionin dyadic negotiation",anova,100,no,,,,,,100,0,,,0,1,0,0,0,0,0,
@Wang2012b,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Lu Wanga,?, Gregory B. Northcraft b, Gerben A. Van Kleef c","Beyond negotiated outcomes: The hidden costs of anger expressionin dyadic negotiation",regression,61,no,,,,,,61,0,,,0,0,1,0,0,0,0,
@Milkman2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,Milkman,Unsure what the future will bring? You may overindulge: Uncertainty increases the appeal of wants over shoulds,chisquare,175,no,,,,,,175,0,,,0,0,0,1,0,0,0,
@Milkman2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,Milkman,Unsure what the future will bring? You may overindulge: Uncertainty increases the appeal of wants over shoulds,t,151,no,,,,,,151,0,,,1,0,0,0,0,0,0,
@Milkman2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,Milkman,Unsure what the future will bring? You may overindulge: Uncertainty increases the appeal of wants over shoulds,"t, two sample test of proportions",221,no,,,,,,221,0,,,1,0,0,0,0,0,0,
@Milkman2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,Milkman,Unsure what the future will bring? You may overindulge: Uncertainty increases the appeal of wants over shoulds,two sample test of proportions,159,no,,,,,,159,0,,,0,0,0,0,1,0,0,
@Milkman2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,Milkman,Unsure what the future will bring? You may overindulge: Uncertainty increases the appeal of wants over shoulds,"z, something with percentages?.",31,no,,,,,,31,0,,,1,0,0,0,0,0,0,
@Polman2012a,2012,2012,IO,Organizational Behavior and Human Decision Processes,Polman,Self?other decision making and loss aversion,chi-square,45,no,,,,,,45,0,,,0,0,0,1,0,0,0,
@Polman2012a,2012,2012,IO,Organizational Behavior and Human Decision Processes,Polman,Self?other decision making and loss aversion,chi-square,84,no,,,,,,84,0,,,0,0,0,1,0,0,0,
@Polman2012a,2012,2012,IO,Organizational Behavior and Human Decision Processes,Polman,Self?other decision making and loss aversion,regression,576,no,,,,,,576,0,,,0,0,1,0,0,0,0,
@Polman2012a,2012,2012,IO,Organizational Behavior and Human Decision Processes,Polman,Self?other decision making and loss aversion,t,140,no,,,,,,140,0,,,1,0,0,0,0,0,0,
@Chua2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Roy Y.J. Chua a,?, Michael W. Morris b,1, Shira Mor b","Collaborating across cultures: Cultural metacognition and affect-based trustin creative collaboration","corr, hierarchicaly linear modeling",43,no,,,,,,43,0,,,1,0,0,0,0,1,0,
@Chua2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Roy Y.J. Chua a,?, Michael W. Morris b,1, Shira Mor b","Collaborating across cultures: Cultural metacognition and affect-based trustin creative collaboration","corr, hierarchicaly linear modeling",60,no,,,,,,60,0,,,1,0,0,0,0,1,0,
@Chua2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Roy Y.J. Chua a,?, Michael W. Morris b,1, Shira Mor b","Collaborating across cultures: Cultural metacognition and affect-based trustin creative collaboration","corr, multivariate regression",236,no,,,,,,236,0,,,1,0,1,0,0,0,0,
@Sluss2012,2012,2012,IO,Organizational Behavior and Human Decision Processes,"Sluss, Thompson",socializing the newcomer: The mediating role of leader-member exchange,"path analysis, corr",213,no,,,,,,213,0,,,1,0,0,0,0,1,0,
